UF,COD_UF,COD_AREA,COD_IBGE,CIDADE,CAPITAL,PRESTADORA,TCN_2G,TCN_3G,TCN_4G,TCN_5G
Alagoas,27,82,2707602,Quebrangulo,NÃO,TIM,1,1,1,null
Paraíba,25,83,2516607,Tavares,NÃO,VIVO,null,1,null,null
Paraíba,25,83,2503407,Cacimba de Areia,NÃO,TIM,1,1,1,null
Mato Grosso,51,66,5106299,Paranaíta,NÃO,CLARO,1,1,1,null
São Paulo,35,12,3509957,Canas,NÃO,VIVO,1,1,1,null
São Paulo,35,14,3534500,Oscar Bressane,NÃO,VIVO,1,2,2,null
Santa Catarina,42,48,4213807,Praia Grande,NÃO,TIM,2,1,1,null
São Paulo,35,17,3555604,Uchoa,NÃO,VIVO,4,3,3,null
Rondônia,11,69,1101104,Itapuã do Oeste,NÃO,CLARO,1,2,1,null
Minas Gerais,31,31,3113107,Caranaíba,NÃO,TIM,null,null,1,null
Piauí,22,86,2211001,Teresina,SIM,CLARO,71,101,116,112
Minas Gerais,31,37,3117603,Conceição do Pará,NÃO,TIM,1,null,3,null
Minas Gerais,31,37,3130200,Igaratinga,NÃO,TIM,5,2,2,null
Pará,15,91,1502905,Curuçá,NÃO,VIVO,2,4,8,2
Rio Grande do Norte,24,84,2410603,Rafael Godeiro,NÃO,BRISANET,null,null,1,1
Bahia,29,71,2929206,São Francisco do Conde,NÃO,CLARO,7,8,10,null
São Paulo,35,14,3512605,Coronel Macedo,NÃO,VIVO,1,1,1,null
Minas Gerais,31,38,3120904,Curvelo,NÃO,VIVO,9,16,21,5
Bahia,29,73,2912301,Ibicuí,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2411601,São Bento do Norte,NÃO,CLARO,1,1,1,null
São Paulo,35,15,3554508,Tietê,NÃO,VIVO,5,9,8,4
Goiás,52,62,5208806,Goianira,NÃO,VIVO,1,1,5,null
Paraná,41,43,4111001,Itambaracá,NÃO,TIM,1,1,1,null
Santa Catarina,42,47,4218608,Trombudo Central,NÃO,TIM,1,1,1,null
Maranhão,21,98,2102325,Buriticupu,NÃO,CLARO,1,1,1,null
Bahia,29,77,2912004,Ibiassucê,NÃO,CLARO,1,1,1,null
Pernambuco,26,87,2616100,Verdejante,NÃO,TIM,1,1,1,null
São Paulo,35,16,3529708,Miguelópolis,NÃO,ALGAR,1,1,1,1
Ceará,23,88,2303600,Catarina,NÃO,TIM,1,null,2,1
Rio Grande do Sul,43,51,4315131,Pouso Novo,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2706802,Piaçabuçu,NÃO,CLARO,2,2,2,null
Ceará,23,88,2313005,Solonópole,NÃO,TIM,1,1,1,null
Maranhão,21,98,2110278,Santo Amaro do Maranhão,NÃO,VIVO,1,2,1,null
Santa Catarina,42,49,4211801,Ouro,NÃO,CLARO,2,1,2,null
Minas Gerais,31,37,3138807,Luz,NÃO,CLARO,3,2,3,null
Ceará,23,88,2311504,Quixeré,NÃO,VIVO,1,5,4,null
Minas Gerais,31,33,3158904,Santana do Manhuaçu,NÃO,CLARO,1,null,1,null
Minas Gerais,31,31,3160504,Santo Antônio do Rio Abaixo,NÃO,CLARO,1,1,1,null
Minas Gerais,31,34,3112604,Capinópolis,NÃO,CLARO,2,2,2,null
Paraná,41,42,4117701,Palmeira,NÃO,VIVO,4,5,8,null
Minas Gerais,31,32,3104403,Argirita,NÃO,VIVO,null,1,1,null
Santa Catarina,42,48,4218004,Tijucas,NÃO,TIM,5,4,7,5
Rio de Janeiro,33,21,3304904,São Gonçalo,NÃO,CLARO,65,105,163,148
Piauí,22,89,2202752,Colônia do Gurguéia,NÃO,CLARO,2,2,2,null
Rio Grande do Sul,43,54,4310702,Itatiba do Sul,NÃO,VIVO,1,1,1,null
Paraíba,25,83,2512507,Queimadas,NÃO,CLARO,4,5,5,null
Alagoas,27,82,2708303,São José da Laje,NÃO,TIM,1,null,1,null
Rio Grande do Sul,43,54,4304705,Carazinho,NÃO,CLARO,4,4,5,null
Ceará,23,85,2309805,Pacoti,NÃO,VIVO,1,8,4,null
Rio Grande do Sul,43,55,4306106,Cruz Alta,NÃO,VIVO,5,8,9,5
Pará,15,91,1501600,Bonito,NÃO,CLARO,2,1,2,null
Minas Gerais,31,31,3114907,Casa Grande,NÃO,TIM,null,null,1,null
Pará,15,94,1501576,Bom Jesus do Tocantins,NÃO,VIVO,2,2,2,null
Santa Catarina,42,47,4208104,Itaiópolis,NÃO,CLARO,2,1,2,null
Maranhão,21,99,2105708,Lago da Pedra,NÃO,VIVO,1,2,3,null
Paraíba,25,83,2509206,Massaranduba,NÃO,TIM,1,1,1,null
Paraná,41,43,4103404,Cafeara,NÃO,CLARO,1,null,1,null
Amazonas,13,97,1301951,Itamarati,NÃO,VIVO,1,null,null,null
Paraná,41,44,4128005,Ubiratã,NÃO,VIVO,1,1,1,null
Santa Catarina,42,49,4215059,Rio Rufino,NÃO,VIVO,null,1,1,null
Goiás,52,62,5218706,Rianápolis,NÃO,TIM,null,null,2,null
São Paulo,35,11,3502754,Araçariguama,NÃO,CLARO,6,8,8,null
Rondônia,11,69,1100049,Cacoal,NÃO,CLARO,10,12,11,2
Rio Grande do Sul,43,54,4311122,Jaquirana,NÃO,VIVO,1,1,1,null
Paraná,41,49,4102604,Barracão,NÃO,TIM,null,null,1,null
Santa Catarina,42,47,4215109,Rodeio,NÃO,VIVO,2,1,1,null
Paraíba,25,83,2509370,Mato Grosso,NÃO,VIVO,null,2,null,null
Maranhão,21,98,2100907,Araioses,NÃO,CLARO,null,1,1,null
Paraná,41,44,4120200,Porto Rico,NÃO,VIVO,1,null,1,null
São Paulo,35,14,3519105,Iacanga,NÃO,VIVO,1,2,4,null
Espírito Santo,32,28,3203403,Mimoso do Sul,NÃO,VIVO,8,11,13,2
Mato Grosso do Sul,50,67,5004007,Glória de Dourados,NÃO,TIM,1,1,1,null
Ceará,23,88,2300200,Acaraú,NÃO,CLARO,2,2,2,null
Minas Gerais,31,35,3143401,Monte Sião,NÃO,TIM,1,1,2,null
Minas Gerais,31,31,3147501,Passabém,NÃO,CLARO,1,1,1,null
São Paulo,35,12,3509957,Canas,NÃO,CLARO,2,2,2,null
Minas Gerais,31,34,3155504,Rio Paranaíba,NÃO,ALGAR,2,3,2,null
São Paulo,35,17,3530409,Mirassolândia,NÃO,TIM,null,1,1,null
Santa Catarina,42,49,4207650,Iporã do Oeste,NÃO,TIM,1,2,2,null
Espírito Santo,32,27,3204609,Santa Teresa,NÃO,CLARO,2,2,2,null
Rio Grande do Norte,24,84,2411700,São Bento do Trairí,NÃO,VIVO,1,1,1,null
Goiás,52,64,5219001,Sanclerlândia,NÃO,TIM,1,1,1,null
Paraná,41,46,4108403,Francisco Beltrão,NÃO,TIM,4,5,8,5
São Paulo,35,17,3511201,Catiguá,NÃO,CLARO,4,3,4,null
Pará,15,91,1500800,Ananindeua,NÃO,TIM,45,65,92,78
Pernambuco,26,81,2610509,Passira,NÃO,TIM,2,2,2,null
Minas Gerais,31,32,3148301,Paula Cândido,NÃO,VIVO,1,2,2,null
Minas Gerais,31,35,3130408,Ijaci,NÃO,VIVO,1,1,2,null
Minas Gerais,31,33,3169505,Tumiritinga,NÃO,VIVO,null,2,2,null
Pernambuco,26,81,2603108,Cachoeirinha,NÃO,CLARO,1,1,1,null
Bahia,29,73,2932309,Ubatã,NÃO,VIVO,1,2,2,null
Paraná,41,44,4113734,Luiziana,NÃO,TIM,2,2,2,null
Paraná,41,42,4128534,Ventania,NÃO,TIM,1,2,2,1
Rio Grande do Sul,43,54,4311270,Lagoa dos Três Cantos,NÃO,VIVO,null,null,1,null
Minas Gerais,31,33,3123858,Entre Folhas,NÃO,TIM,1,1,1,null
Minas Gerais,31,31,3112901,Caputira,NÃO,CLARO,1,1,1,null
Pernambuco,26,87,2614808,Tacaratu,NÃO,TIM,2,2,2,null
Rio Grande do Sul,43,55,4300455,Alegria,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,54,4307500,Espumoso,NÃO,VIVO,1,1,2,null
Santa Catarina,42,49,4212056,Palmeira,NÃO,CLARO,1,1,1,null
Goiás,52,64,5206602,Cumari,NÃO,VIVO,1,null,1,null
São Paulo,35,17,3515509,Fernandópolis,NÃO,CLARO,9,12,12,null
Alagoas,27,82,2704708,Marechal Deodoro,NÃO,CLARO,7,12,12,null
Goiás,52,64,5211602,Ivolândia,NÃO,TIM,null,1,1,null
Santa Catarina,42,49,4216503,São Joaquim,NÃO,TIM,2,5,7,null
Bahia,29,74,2932408,Uibaí,NÃO,VIVO,1,1,1,null
Minas Gerais,31,31,3126000,Florestal,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2411007,Rodolfo Fernandes,NÃO,VIVO,null,1,null,null
Minas Gerais,31,31,3121704,Diogo de Vasconcelos,NÃO,VIVO,null,1,1,null
São Paulo,35,15,3507001,Boituva,NÃO,TIM,6,4,6,null
Pernambuco,26,87,2607703,Itapetim,NÃO,TIM,1,1,1,null
Santa Catarina,42,48,4218806,Turvo,NÃO,VIVO,1,1,2,null
Paraná,41,44,4107801,Floraí,NÃO,CLARO,1,1,2,null
Pernambuco,26,87,2606002,Garanhuns,NÃO,CLARO,8,8,8,null
Alagoas,27,82,2703106,Igaci,NÃO,TIM,1,1,1,null
Minas Gerais,31,31,3135407,Jeceaba,NÃO,TIM,null,null,1,null
Paraná,41,43,4113106,Kaloré,NÃO,CLARO,1,1,1,null
Maranhão,21,99,2105203,Igarapé Grande,NÃO,TIM,1,1,1,null
Paraná,41,41,4100400,Almirante Tamandaré,NÃO,VIVO,2,8,22,8
Piauí,22,89,2209302,Santa Luz,NÃO,CLARO,null,1,1,null
Goiás,52,62,5203575,Bonópolis,NÃO,TIM,1,1,1,null
Minas Gerais,31,34,3156403,Romaria,NÃO,CLARO,1,1,1,null
Bahia,29,77,2903904,Bom Jesus da Lapa,NÃO,VIVO,2,3,5,5
Bahia,29,75,2916500,Itapicuru,NÃO,VIVO,1,2,2,null
Santa Catarina,42,49,4211405,Nova Erechim,NÃO,VIVO,null,1,1,null
Minas Gerais,31,34,3100708,Água Comprida,NÃO,TIM,null,null,1,null
Bahia,29,75,2901908,Aporá,NÃO,VIVO,1,1,1,null
Rio Grande do Sul,43,54,4303673,Campestre da Serra,NÃO,CLARO,2,1,2,null
Amazonas,13,97,1301704,Humaitá,NÃO,TIM,3,3,5,3
Paraná,41,44,4126900,Tapira,NÃO,VIVO,1,1,1,null
Goiás,52,62,5216908,Pilar de Goiás,NÃO,CLARO,1,null,1,null
Goiás,52,62,5200605,Alto Paraíso de Goiás,NÃO,VIVO,2,2,4,null
São Paulo,35,14,3550506,São Pedro do Turvo,NÃO,CLARO,1,1,1,null
Pará,15,94,1504208,Marabá,NÃO,CLARO,19,29,28,24
Minas Gerais,31,32,3159407,Santa Rita de Ibitipoca,NÃO,TIM,null,null,1,null
Minas Gerais,31,37,3164605,São Sebastião do Oeste,NÃO,TIM,4,1,2,null
Santa Catarina,42,47,4206900,Ibirama,NÃO,CLARO,2,2,2,null
Minas Gerais,31,31,3166006,Senhora de Oliveira,NÃO,VIVO,null,1,1,null
Paraíba,25,83,2507101,Itapororoca,NÃO,TIM,1,1,1,null
Bahia,29,77,2911105,Formosa do Rio Preto,NÃO,VIVO,2,3,3,null
Mato Grosso,51,66,5107602,Rondonópolis,NÃO,TIM,11,11,53,10
Santa Catarina,42,47,4202909,Brusque,NÃO,VIVO,10,22,25,11
São Paulo,35,13,3526100,Juquiá,NÃO,CLARO,3,3,4,null
Espírito Santo,32,27,3204054,Pedro Canário,NÃO,VIVO,5,3,6,2
Bahia,29,75,2928802,Santo Estêvão,NÃO,TIM,2,2,4,null
Rio Grande do Sul,43,54,4305371,Charrua,NÃO,CLARO,1,1,1,null
Rio de Janeiro,33,24,3306206,Vassouras,NÃO,CLARO,6,8,9,null
Bahia,29,75,2924009,Paulo Afonso,NÃO,BRISANET,null,null,2,2
Minas Gerais,31,34,3116902,Comendador Gomes,NÃO,VIVO,1,1,1,null
São Paulo,35,13,3541000,Praia Grande,NÃO,VIVO,21,45,55,21
Minas Gerais,31,34,3127909,Grupiara,NÃO,VIVO,null,1,1,null
São Paulo,35,17,3555356,Ubarana,NÃO,TIM,1,1,2,null
Goiás,52,62,5218904,Rubiataba,NÃO,VIVO,1,2,2,null
São Paulo,35,14,3554607,Timburi,NÃO,VIVO,1,1,1,null
Ceará,23,85,2309102,Mulungu,NÃO,VIVO,1,3,2,null
Rio Grande do Sul,43,51,4315453,Relvado,NÃO,CLARO,1,1,1,null
Ceará,23,88,2305266,Ibaretama,NÃO,CLARO,1,2,1,null
Mato Grosso,51,66,5103205,Colíder,NÃO,CLARO,2,2,2,null
Santa Catarina,42,49,4204806,Curitibanos,NÃO,CLARO,4,4,5,null
Rio Grande do Sul,43,51,4313508,Osório,NÃO,VIVO,11,15,16,5
Rondônia,11,69,1100056,Cerejeiras,NÃO,TIM,1,1,1,null
Ceará,23,88,2303931,Choró,NÃO,CLARO,2,1,2,null
São Paulo,35,14,3536570,Paulistânia,NÃO,TIM,null,1,3,null
Rio Grande do Sul,43,53,4312450,Morro Redondo,NÃO,TIM,2,1,2,null
Santa Catarina,42,49,4215059,Rio Rufino,NÃO,TIM,null,1,1,null
Rondônia,11,69,1100015,Alta Floresta D'Oeste,NÃO,TIM,2,null,2,null
São Paulo,35,18,3527900,Lutécia,NÃO,TIM,2,2,1,null
São Paulo,35,15,3541653,Quadra,NÃO,TIM,null,1,2,null
Minas Gerais,31,38,3127800,Grão Mogol,NÃO,VIVO,2,4,4,null
Tocantins,17,63,1717008,Pindorama do Tocantins,NÃO,CLARO,1,1,1,null
Rio Grande do Norte,24,84,2408805,Parazinho,NÃO,TIM,null,1,1,null
Pernambuco,26,87,2613909,Serra Talhada,NÃO,TIM,12,11,10,null
Minas Gerais,31,33,3132305,Itaipé,NÃO,TIM,null,1,1,null
São Paulo,35,16,3551405,Serra Azul,NÃO,VIVO,1,1,2,null
Minas Gerais,31,35,3100807,Aguanil,NÃO,ALGAR,null,1,null,null
Minas Gerais,31,32,3106804,Bias Fortes,NÃO,CLARO,1,2,2,null
Paraíba,25,83,2513406,Santa Luzia,NÃO,TIM,1,1,1,1
Rio Grande do Sul,43,54,4322558,Vanini,NÃO,TIM,2,null,2,null
Minas Gerais,31,31,3131000,Inhaúma,NÃO,VIVO,1,1,1,null
Paraíba,25,83,2504157,Casserengue,NÃO,CLARO,null,1,null,null
São Paulo,35,14,3506805,Bocaina,NÃO,CLARO,4,2,4,null
Santa Catarina,42,49,4207601,Ipira,NÃO,VIVO,null,null,1,null
Rio Grande do Sul,43,54,4320503,Sertão,NÃO,TIM,1,2,3,null
Paraná,41,41,4107652,Fazenda Rio Grande,NÃO,VIVO,1,6,8,8
Rio Grande do Norte,24,84,2413102,Senador Elói de Souza,NÃO,VIVO,1,2,1,null
Pará,15,91,1500859,Anapu,NÃO,VIVO,1,2,2,null
Pernambuco,26,87,2603207,Caetés,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,54,4313359,Nova Roma do Sul,NÃO,VIVO,1,1,1,null
Santa Catarina,42,49,4202875,Brunópolis,NÃO,TIM,null,2,2,null
Rio Grande do Sul,43,54,4302253,Boa Vista do Sul,NÃO,CLARO,1,null,1,null
Pará,15,93,1506005,Prainha,NÃO,CLARO,3,2,3,null
São Paulo,35,15,3522307,Itapetininga,NÃO,CLARO,12,22,24,2
Paraná,41,44,4116406,Nossa Senhora das Graças,NÃO,VIVO,null,1,1,null
Paraná,41,44,4127205,Terra Boa,NÃO,CLARO,1,2,3,null
Ceará,23,88,2308708,Morada Nova,NÃO,CLARO,2,4,3,null
Amazonas,13,92,1302603,Manaus,SIM,VIVO,219,410,430,370
Bahia,29,74,2906873,Capim Grosso,NÃO,TIM,2,3,3,null
Rio Grande do Sul,43,51,4323804,Xangri-lá,NÃO,TIM,5,9,11,3
Amazonas,13,92,1304005,Silves,NÃO,VIVO,1,1,1,null
Minas Gerais,31,37,3151404,Pitangui,NÃO,ALGAR,3,3,4,3
Bahia,29,75,2901908,Aporá,NÃO,TIM,null,1,4,null
Bahia,29,77,2930303,Serra Dourada,NÃO,TIM,2,2,3,null
Bahia,29,75,2928307,Santanópolis,NÃO,CLARO,1,1,1,null
Paraná,41,42,4117057,Nova Laranjeiras,NÃO,VIVO,2,1,1,null
Sergipe,28,79,2800209,Aquidabã,NÃO,CLARO,1,1,1,null
Minas Gerais,31,31,3135704,Jequitibá,NÃO,VIVO,1,2,4,null
Minas Gerais,31,34,3156908,Sacramento,NÃO,CLARO,2,2,3,null
Rio Grande do Sul,43,54,4300471,Almirante Tamandaré do Sul,NÃO,CLARO,1,1,1,null
Paraíba,25,83,2516706,Teixeira,NÃO,TIM,1,1,1,null
Mato Grosso do Sul,50,67,5007307,Rio Negro,NÃO,VIVO,1,1,1,null
São Paulo,35,14,3507902,Brotas,NÃO,TIM,8,7,8,2
Pará,15,91,1500107,Abaetetuba,NÃO,TIM,7,5,7,3
Rio Grande do Sul,43,54,4300901,Aratiba,NÃO,TIM,1,2,2,null
Ceará,23,88,2306207,Itaiçaba,NÃO,CLARO,1,1,1,null
Rio de Janeiro,33,22,3303401,Nova Friburgo,NÃO,CLARO,18,30,30,null
Amazonas,13,92,1303007,Nhamundá,NÃO,VIVO,1,2,2,null
Rio Grande do Sul,43,54,4301958,Barra Funda,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4318614,São José do Sul,NÃO,TIM,1,null,1,null
Ceará,23,88,2304236,Croatá,NÃO,VIVO,null,5,2,null
Rio Grande do Sul,43,54,4312955,Nova Boa Vista,NÃO,VIVO,1,1,1,null
Minas Gerais,31,33,3144672,Nova Belém,NÃO,VIVO,null,2,2,null
São Paulo,35,17,3544509,Rubinéia,NÃO,CLARO,2,2,2,null
Rio Grande do Sul,43,55,4300109,Agudo,NÃO,VIVO,1,2,2,null
Goiás,52,61,5205497,Cidade Ocidental,NÃO,TIM,2,5,9,2
São Paulo,35,14,3503356,Arco-Íris,NÃO,TIM,null,1,1,null
Goiás,52,64,5212105,Joviânia,NÃO,VIVO,1,1,1,null
Paraná,41,42,4108957,Guamiranga,NÃO,CLARO,null,1,1,null
Mato Grosso,51,65,5106182,Nova Lacerda,NÃO,CLARO,1,5,5,null
Minas Gerais,31,31,3134608,Jaboticatubas,NÃO,TIM,7,3,4,null
Piauí,22,89,2204105,Francisco Ayres,NÃO,TIM,null,null,1,null
Santa Catarina,42,48,4211207,Morro da Fumaça,NÃO,TIM,2,1,2,null
Amazonas,13,92,1303403,Parintins,NÃO,VIVO,7,14,18,18
Minas Gerais,31,35,3128303,Guaranésia,NÃO,CLARO,2,2,2,null
Minas Gerais,31,34,3124807,Estrela do Sul,NÃO,CLARO,2,2,2,null
Mato Grosso do Sul,50,67,5006200,Nova Andradina,NÃO,VIVO,4,7,7,4
São Paulo,35,12,3508603,Cachoeira Paulista,NÃO,CLARO,7,6,7,null
Paraíba,25,83,2501401,Baía da Traição,NÃO,VIVO,2,2,1,null
Minas Gerais,31,33,3127057,Fronteira dos Vales,NÃO,CLARO,1,null,1,null
Goiás,52,62,5214606,Niquelândia,NÃO,CLARO,2,2,2,null
Rio Grande do Sul,43,51,4320552,Sertão Santana,NÃO,CLARO,2,1,2,null
Piauí,22,89,2203800,Flores do Piauí,NÃO,CLARO,2,1,2,null
Pernambuco,26,81,2604502,Chã Grande,NÃO,BRISANET,null,null,1,1
Amazonas,13,97,1304203,Tefé,NÃO,TIM,4,null,4,null
Minas Gerais,31,35,3140407,Marmelópolis,NÃO,TIM,null,null,1,null
Minas Gerais,31,38,3162658,São João do Pacuí,NÃO,TIM,null,null,1,null
São Paulo,35,11,3520202,Igaratá,NÃO,VIVO,2,2,4,null
Mato Grosso,51,65,5106828,Porto Esperidião,NÃO,CLARO,5,1,5,null
São Paulo,35,12,3513405,Cruzeiro,NÃO,CLARO,6,12,12,null
Pará,15,94,1502772,Curionópolis,NÃO,TIM,3,1,4,null
Bahia,29,73,2914901,Itacaré,NÃO,VIVO,2,6,9,3
Minas Gerais,31,33,3148707,Pedra Azul,NÃO,VIVO,1,4,4,null
Minas Gerais,31,32,3138500,Liberdade,NÃO,CLARO,1,1,1,null
Goiás,52,62,5210000,Inhumas,NÃO,VIVO,2,2,10,2
Rio Grande do Sul,43,55,4306734,Doutor Maurício Cardoso,NÃO,VIVO,1,1,1,null
Minas Gerais,31,35,3152600,Pouso Alto,NÃO,CLARO,2,1,2,null
Goiás,52,64,5204508,Caldas Novas,NÃO,CLARO,17,24,25,4
Pernambuco,26,87,2615904,Tuparetama,NÃO,VIVO,1,3,2,null
Minas Gerais,31,38,3126703,Francisco Sá,NÃO,CLARO,2,1,2,null
Minas Gerais,31,37,3130309,Iguatama,NÃO,CLARO,1,1,1,null
São Paulo,35,17,3509304,Cajobi,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2700409,Atalaia,NÃO,CLARO,2,2,2,null
Minas Gerais,31,38,3162450,São João das Missões,NÃO,VIVO,1,2,1,null
Maranhão,21,98,2103703,Cururupu,NÃO,CLARO,3,3,3,null
Paraíba,25,83,2516706,Teixeira,NÃO,CLARO,1,1,1,null
Santa Catarina,42,47,4200200,Agrolândia,NÃO,TIM,2,3,3,null
São Paulo,35,16,3529708,Miguelópolis,NÃO,CLARO,3,5,6,null
São Paulo,35,14,3536703,Pederneiras,NÃO,CLARO,8,5,9,null
Rio de Janeiro,33,24,3302254,Itatiaia,NÃO,CLARO,5,7,7,null
Rio de Janeiro,33,21,3302601,Mangaratiba,NÃO,VIVO,8,16,30,17
Mato Grosso do Sul,50,67,5008305,Três Lagoas,NÃO,TIM,9,7,19,8
Ceará,23,88,2307601,Limoeiro do Norte,NÃO,CLARO,3,3,3,null
Rio Grande do Norte,24,84,2400505,Alexandria,NÃO,TIM,1,1,1,null
Santa Catarina,42,49,4200556,Águas Frias,NÃO,VIVO,null,1,1,null
Bahia,29,75,2922201,Muniz Ferreira,NÃO,CLARO,1,1,1,null
Santa Catarina,42,49,4216701,São José do Cedro,NÃO,TIM,2,1,1,null
Bahia,29,75,2925907,Quijingue,NÃO,CLARO,null,1,null,null
Bahia,29,77,2931053,Tanque Novo,NÃO,TIM,null,null,1,null
Minas Gerais,31,34,3103504,Araguari,NÃO,VIVO,6,11,18,7
Amazonas,13,92,1301159,Careiro da Várzea,NÃO,VIVO,1,1,2,null
Rio Grande do Norte,24,84,2404507,Guamaré,NÃO,TIM,5,4,2,null
Pará,15,91,1504422,Marituba,NÃO,CLARO,9,12,12,2
Amapá,16,96,1600055,Serra do Navio,NÃO,TIM,1,null,1,null
Rio Grande do Sul,43,53,4318507,São José do Norte,NÃO,TIM,1,1,1,null
Rio de Janeiro,33,24,3303906,Petrópolis,NÃO,CLARO,50,63,63,16
Rio Grande do Sul,43,54,4303202,Cacique Doble,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2404309,Governador Dix-Sept Rosado,NÃO,TIM,1,1,1,null
São Paulo,35,11,3507605,Bragança Paulista,NÃO,CLARO,21,25,25,null
Rio Grande do Sul,43,53,4314175,Pedras Altas,NÃO,CLARO,1,1,1,null
Paraná,41,43,4102703,Barra do Jacaré,NÃO,VIVO,null,1,1,null
Ceará,23,88,2305332,Ibicuitinga,NÃO,CLARO,2,1,2,null
Pernambuco,26,81,2604106,Caruaru,NÃO,CLARO,38,39,41,22
São Paulo,35,14,3542008,Quintana,NÃO,VIVO,1,1,1,null
Rio de Janeiro,33,22,3301876,Iguaba Grande,NÃO,VIVO,1,9,13,5
Rio Grande do Sul,43,53,4304507,Canguçu,NÃO,CLARO,4,4,5,null
Mato Grosso do Sul,50,67,5004007,Glória de Dourados,NÃO,CLARO,1,1,1,null
Minas Gerais,31,35,3102605,Andradas,NÃO,TIM,4,1,4,null
Minas Gerais,31,33,3157252,Santa Bárbara do Leste,NÃO,VIVO,1,1,1,null
Minas Gerais,31,33,3151909,Pocrane,NÃO,TIM,1,1,2,null
São Paulo,35,12,3509700,Campos do Jordão,NÃO,TIM,13,17,22,7
Rio de Janeiro,33,22,3300902,Cambuci,NÃO,CLARO,1,null,1,null
Paraná,41,43,4122404,Rolândia,NÃO,VIVO,1,5,6,6
Alagoas,27,82,2703601,Japaratinga,NÃO,TIM,1,1,4,1
São Paulo,35,19,3553609,Tapiratiba,NÃO,CLARO,1,null,1,null
Piauí,22,86,2205540,Lagoinha do Piauí,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,54,4313300,Nova Prata,NÃO,VIVO,2,4,4,3
Rio de Janeiro,33,24,3305158,São José do Vale do Rio Preto,NÃO,TIM,3,5,7,1
Mato Grosso do Sul,50,67,5003157,Coronel Sapucaia,NÃO,VIVO,1,1,1,null
Ceará,23,88,2313906,Uruoca,NÃO,TIM,null,1,2,null
Mato Grosso,51,66,5106703,Ponte Branca,NÃO,VIVO,1,1,1,null
Minas Gerais,31,37,3124708,Estrela do Indaiá,NÃO,VIVO,null,2,2,null
Bahia,29,77,2908705,Condeúba,NÃO,CLARO,2,1,2,null
Ceará,23,88,2301257,Ararendá,NÃO,TIM,null,1,1,null
Minas Gerais,31,33,3100906,Águas Formosas,NÃO,CLARO,1,1,1,null
Santa Catarina,42,49,4212270,Passos Maia,NÃO,CLARO,1,1,1,null
Minas Gerais,31,37,3142403,Moema,NÃO,TIM,2,1,1,null
Piauí,22,89,2210953,Tamboril do Piauí,NÃO,CLARO,null,1,1,null
Mato Grosso,51,66,5107040,Primavera do Leste,NÃO,CLARO,5,17,17,1
Paraná,41,45,4120853,Quatro Pontes,NÃO,CLARO,1,1,1,null
Mato Grosso,51,65,5102637,Campo Novo do Parecis,NÃO,CLARO,2,10,12,null
São Paulo,35,15,3551108,Sarapuí,NÃO,VIVO,1,2,2,null
São Paulo,35,16,3534302,Orlândia,NÃO,CLARO,4,5,5,null
Bahia,29,77,2931053,Tanque Novo,NÃO,VIVO,1,1,1,null
Espírito Santo,32,27,3203502,Montanha,NÃO,CLARO,1,1,1,null
Minas Gerais,31,38,3170529,Urucuia,NÃO,TIM,null,1,1,null
Minas Gerais,31,33,3139409,Manhuaçu,NÃO,TIM,2,2,9,null
Minas Gerais,31,31,3163409,São José do Goiabal,NÃO,TIM,null,1,1,null
Paraná,41,43,4101101,Andirá,NÃO,CLARO,2,2,2,null
Rio Grande do Sul,43,51,4314035,Pareci Novo,NÃO,TIM,null,null,1,null
Minas Gerais,31,31,3154903,Rio Casca,NÃO,VIVO,3,2,5,null
São Paulo,35,17,3521507,Irapuã,NÃO,VIVO,1,1,1,null
Paraíba,25,83,2507002,Itaporanga,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4308805,General Câmara,NÃO,TIM,3,1,3,null
Bahia,29,73,2917607,Jaguaquara,NÃO,VIVO,2,2,2,null
São Paulo,35,14,3517307,Guaimbê,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4303905,Campo Bom,NÃO,CLARO,6,9,9,null
Tocantins,17,63,1718840,Sandolândia,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,51,4322251,Tupandi,NÃO,TIM,null,null,1,null
Santa Catarina,42,47,4207106,Ilhota,NÃO,VIVO,4,1,2,null
Paraná,41,42,4118600,Paula Freitas,NÃO,CLARO,1,2,2,null
Piauí,22,86,2205581,Lagoa do Piauí,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2704005,Junqueiro,NÃO,TIM,1,1,1,null
Pernambuco,26,87,2611101,Petrolina,NÃO,TIM,19,18,31,7
Santa Catarina,42,49,4203907,Capinzal,NÃO,CLARO,2,1,2,null
Pará,15,91,1503077,Garrafão do Norte,NÃO,VIVO,null,1,2,null
